name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
Я тебя всегда буду ждать,0.539,0.638,-6.991,0.0544,0.194,0.0,0.375,0.61,79.937,"classic russian pop, russian dance pop, russian pop, ukrainian pop"
Падали звезды,0.762,0.797,-5.468,0.0357,0.062,0.0,0.101,0.941,129.981,"classic russian pop, russian dance pop, russian pop, ukrainian pop"
Это новый год!,0.752,0.943,-3.327,0.0325,0.0292,3.76e-05,0.358,0.866,130.036,"classic russian pop, russian dance pop, russian pop, ukrainian pop"
Щемит в душе тоска...,0.809,0.731,-6.997,0.172,0.0135,2.69e-05,0.347,0.601,89.996,russian hip hop
В жизни так бывает,0.694,0.768,-6.011,0.0432,0.16,1.03e-06,0.181,0.534,97.969,russian hip hop
Жизнь и свобода,0.678,0.798,-7.476,0.221,0.452,0.0,0.142,0.881,199.924,russian hip hop
Поднимись выше,0.816,0.691,-9.258,0.369,0.81,0.0,0.37,0.653,93.054,russian hip hop
Зачем я нужен тебе,0.604,0.851,-8.438,0.258,0.149,3.09e-06,0.147,0.462,178.977,russian hip hop
עירומים,0.651,0.73,-6.249,0.0434,0.303,0.0,0.0659,0.943,170.011,israeli rock
Формалин,0.198,0.585,-6.525,0.0378,0.271,0.00759,0.203,0.262,175.527,russian rock
Когда ты грустишь,0.372,0.458,-7.804,0.032,0.935,0.747,0.139,0.416,168.076,russian rock
Русская рулетка,0.44,0.613,-5.416,0.0309,0.225,2.49e-05,0.351,0.478,81.807,russian rock
Легион,0.48,0.764,-4.314,0.0401,0.16,0.000264,0.0986,0.272,144.918,russian rock
Пустота,0.28,0.757,-3.657,0.0299,0.137,0.00537,0.301,0.513,104.051,russian rock
Будь моим смыслом,0.631,0.657,-8.272,0.0276,0.154,0.000664,0.0939,0.456,135.988,russian rock
Кто-то,0.357,0.677,-7.531,0.0354,0.43,0.0802,0.0879,0.528,160.454,russian rock
Сегодня,0.566,0.756,-8.695,0.0283,0.0951,5.07e-06,0.302,0.792,151.976,russian rock
Улыбки сфинксов,0.463,0.701,-7.75,0.0772,0.335,0.000322,0.366,0.291,154.112,russian rock
Тёплые коты,0.461,0.633,-11.16,0.0987,0.343,0.0,0.11,0.427,93.736,russian rock
Человек 33 черты,0.602,0.759,-4.975,0.0344,0.224,0.0,0.123,0.484,159.98,russian rock
Железо поёт,0.589,0.602,-7.58,0.0271,0.247,1.78e-06,0.244,0.405,99.953,russian rock
Шелкопряд,0.521,0.751,-6.836,0.033,0.289,1.97e-06,0.0784,0.746,151.893,russian rock
1972,0.562,0.463,-11.399,0.0293,0.32,0.0837,0.236,0.271,81.03,alternative country
Flight Attendant,0.653,0.435,-12.248,0.0408,0.302,0.314,0.171,0.179,120.358,alternative country
Quiet Town,0.608,0.497,-11.906,0.0307,0.226,0.000248,0.108,0.885,113.996,alternative country
הכוח שבאהבה,0.522,0.6,-6.663,0.0464,0.0476,0.0,0.0724,0.416,112.137,festigal
מי שבא לך,0.641,0.582,-4.914,0.0641,0.0101,0.0,0.0779,0.202,124.055,festigal
Achshav Tov,0.553,0.541,-6.929,0.0276,0.311,1.39e-05,0.105,0.315,134.134,israeli rock
Isha Mehashamaim,0.625,0.736,-5.775,0.0316,0.455,0.0,0.254,0.594,120.081,israeli rock
Calm,0.527,0.523,-11.451,0.0871,0.11,0.597,0.162,0.456,159.878,world fusion
אני רוצה להיות רשע,0.651,0.744,-7.425,0.0583,0.314,0.0,0.33,0.863,126.877,festigal
הלב,0.463,0.931,-3.565,0.122,0.389,0.00032,0.323,0.589,132.653,festigal
רק אל תגיד,0.469,0.759,-4.369,0.0391,0.0681,1.06e-06,0.355,0.295,139.901,festigal
חכי עוד רגע,0.531,0.552,-6.231,0.0268,0.512,0.0,0.106,0.333,74.011,mizrahi
I Wish - Brutal Remix By Skazi,0.604,0.858,-7.882,0.0522,0.000412,0.217,0.121,0.394,145.013,psychedelic trance
Hit 'N' Run,0.662,0.83,-6.563,0.0569,0.00126,0.122,0.386,0.596,145.033,psychedelic trance
תן,0.472,0.83,-5.272,0.05,0.0653,0.0,0.356,0.677,119.59,festigal
שלושת האבירים,0.702,0.887,-5.942,0.0442,0.241,0.0,0.172,0.948,99.964,festigal
"Theme - From ""Eternal Sunshine of the Spotless Mind""/Score",0.567,0.0437,-22.912,0.0369,0.974,0.943,0.111,0.191,104.024,soundtrack
ילדה רעה עם נתי לוי,0.611,0.795,-5.391,0.0367,0.235,0.0,0.144,0.857,154.909,mizrahi
סיגפו,0.543,0.593,-8.937,0.0249,0.0162,4.68e-05,0.266,0.27,91.809,israeli pop
שיר בעפרון,0.626,0.445,-9.582,0.0295,0.125,3.12e-06,0.0906,0.228,128.498,israeli pop
שמש,0.604,0.659,-9.623,0.0311,0.243,0.000611,0.142,0.615,95.775,israeli pop
בית הבובות,0.375,0.423,-7.86,0.0296,0.0975,0.0,0.0962,0.224,78.423,israeli pop
למעני,0.347,0.000248,-9.214,0.0288,0.198,4.63e-06,0.136,0.959,102.311,israeli pop
מי אם לא אני,0.524,0.6,-8.268,0.047,0.187,9.9e-06,0.0869,0.526,177.881,israeli pop
הציורים של יובל,0.75,0.257,-9.563,0.0347,0.47,4.77e-06,0.0996,0.193,119.807,israeli pop
אישה כנענית,0.758,0.602,-8.936,0.0282,0.368,0.0025,0.161,0.501,113.85,israeli pop
עומד מול ראי,0.638,0.479,-7.118,0.0293,0.0204,0.000155,0.0782,0.301,95.772,israeli pop
עד שבאת,0.756,0.33,-8.157,0.0342,0.812,0.0,0.0992,0.179,120.231,israeli pop
אל תדאג,0.583,0.601,-9.047,0.0286,0.0701,0.0129,0.0511,0.337,101.997,israeli pop
אתם תשבו ואני אספר,0.528,0.664,-6.042,0.0321,0.561,0.000184,0.116,0.339,90.921,israeli pop
איפה היית,0.507,0.464,-8.841,0.0251,0.673,1.87e-05,0.0891,0.124,97.08,israeli pop
מישהו שומע,0.599,0.553,-6.331,0.0656,0.488,0.0,0.0743,0.572,88.918,israeli pop
לשם,0.397,0.642,-6.653,0.0434,0.0746,1.32e-06,0.0869,0.0784,120.038,israeli pop
אף אחת,0.383,0.401,-9.28,0.029,0.408,0.0,0.129,0.277,98.037,israeli pop
שיר לשירה,0.495,0.462,-6.68,0.026,0.176,0.0,0.391,0.256,101.901,israeli pop
נובמבר,0.632,0.759,-5.792,0.0415,0.112,0.0,0.113,0.74,135.086,israeli pop
באה אליכם,0.38,0.793,-5.394,0.0468,0.0111,3.1e-06,0.063,0.516,88.184,israeli pop
שיר התקווה,0.534,0.279,-6.353,0.0302,0.734,9.17e-06,0.112,0.229,117.094,israeli pop
טיפה טיפה,0.593,0.357,-7.701,0.0271,0.624,0.0,0.117,0.262,131.884,israeli pop
הצל ואני,0.589,0.673,-7.344,0.0435,0.0916,4.68e-06,0.112,0.508,135.011,israeli pop
עכשיו אתה חוזר בחזרה,0.696,0.485,-3.675,0.0286,0.312,9.61e-05,0.094,0.17,121.926,israeli pop
ממי,0.544,0.484,-6.215,0.0303,0.57,0.0,0.339,0.16,127.694,israeli pop
שלום לאמונות,0.61,0.783,-5.724,0.0516,0.0226,0.000207,0.111,0.401,114.912,israeli pop
אם זאת האהבה שלך,0.561,0.801,-4.706,0.0847,0.135,5.13e-05,0.0351,0.281,134.921,israeli pop
ככה זה (לאהוב אותך),0.518,0.428,-4.694,0.0329,0.103,2.41e-06,0.299,0.153,121.703,israeli pop
אשה חרסינה,0.526,0.622,-5.492,0.0374,0.536,1.97e-05,0.251,0.224,123.958,israeli pop
מלך,0.456,0.608,-5.562,0.0437,0.304,0.0,0.0833,0.296,81.498,israeli pop
לא אומרת כלום,0.57,0.616,-8.801,0.023,0.0616,0.000592,0.0915,0.356,141.968,israeli rock
לישון בלי לחלום,0.657,0.492,-8.522,0.0282,0.0283,0.0522,0.118,0.148,96.013,israeli rock
בלי לומר מילה,0.638,0.835,-6.241,0.0316,0.00578,7.08e-05,0.114,0.495,107.976,israeli rock
מלאכים - הסתה,0.715,0.505,-8.661,0.0289,0.142,0.259,0.0894,0.455,115.028,israeli rock
אין לי מקום,0.443,0.595,-6.174,0.0266,0.0164,0.000221,0.0758,0.212,77.511,israeli rock
רוצה להיות,0.636,0.924,-4.275,0.106,0.627,0.0,0.257,0.364,119.92,festigal
Koh Echsof Noam,0.391,0.483,-5.279,0.0288,0.728,0.0,0.288,0.232,77.923,jewish pop
צועקים על אהבה,0.664,0.922,-4.748,0.061,0.0817,4.18e-06,0.0548,0.502,109.997,israeli rock
אשם,0.515,0.882,-3.463,0.0622,0.0523,1.1e-06,0.148,0.656,169.984,israeli rock
תראי זה אני,0.454,0.405,-6.773,0.0288,0.539,0.0,0.145,0.122,135.996,israeli rock
מרגיש אחר,0.552,0.833,-5.142,0.0438,0.0342,0.0,0.0981,0.465,144.996,israeli rock
תראי זה אני,0.605,0.591,-8.321,0.025,0.14,1.08e-05,0.115,0.309,129.955,israeli rock
אלוהים נתן לך במתנה,0.546,0.356,-15.184,0.0628,0.299,0.866,0.0818,0.508,91.593,messianic praise
שמש הלילה,0.598,0.834,-5.952,0.0298,0.0828,0.0,0.151,0.58,134.018,festigal
Temptation - feat. Rebecca,0.674,0.894,-4.481,0.033,0.0386,0.0,0.238,0.961,108.013,persian pop
BoroBoro - Radio Edit,0.686,0.943,-3.181,0.0446,0.327,0.0024,0.275,0.843,94.984,persian pop
Arash - feat. Helena,0.61,0.908,-4.222,0.032,0.235,2.31e-05,0.166,0.569,88.001,persian pop
Temptation - feat. Rebecca,0.674,0.894,-4.481,0.033,0.0386,0.0,0.238,0.961,108.013,persian pop
BoroBoro - Radio Edit,0.686,0.943,-3.181,0.0446,0.327,0.0024,0.275,0.843,94.984,persian pop
Tike Tike Kardi,0.671,0.896,-3.94,0.0502,0.0132,0.000518,0.511,0.608,100.004,persian pop
Temptation - feat. Rebecca,0.674,0.894,-4.481,0.033,0.0386,0.0,0.238,0.961,108.013,persian pop
Boro Boro vs Nexus,0.507,0.63,-7.756,0.0516,0.412,2.22e-06,0.247,0.327,94.791,persian pop
Temptation - feat. Rebecca,0.674,0.894,-4.481,0.033,0.0386,0.0,0.238,0.961,108.013,persian pop
Wish U Were Here,0.508,0.242,-16.926,0.0368,0.114,0.0433,0.0848,0.064,85.02,chill lounge
The Suns of Afterlife,0.598,0.543,-13.462,0.0459,0.168,0.724,0.112,0.372,173.983,chill lounge
Kissing,0.637,0.417,-14.726,0.0363,0.0258,0.554,0.1,0.371,84.004,chill lounge
איתי,0.581,0.404,-8.273,0.0524,0.78,0.0,0.169,0.474,110.148,israeli singer-songwriter
אם אלה החיים,0.401,0.547,-5.985,0.0477,0.679,0.0,0.105,0.239,143.558,israeli singer-songwriter
שמעון השכן,0.604,0.428,-8.106,0.0542,0.794,0.0,0.32,0.506,75.936,israeli singer-songwriter
זאת שבמקומי,0.328,0.322,-9.862,0.0558,0.785,0.0,0.11,0.347,171.422,israeli singer-songwriter
מבול,0.512,0.755,-3.459,0.0495,0.162,0.0,0.204,0.822,183.905,israeli singer-songwriter
פיז'ו 92,0.749,0.763,-2.676,0.0306,0.159,0.0,0.0685,0.852,115.987,israeli singer-songwriter
רצה הביתה,0.62,0.719,-3.35,0.0432,0.717,0.0,0.143,0.417,71.963,israeli singer-songwriter
שיר לאסף,0.721,0.725,-6.874,0.0261,0.0223,0.0,0.113,0.714,126.045,israeli singer-songwriter
לייק וואנקה,0.649,0.599,-3.841,0.0322,0.307,0.0,0.329,0.52,88.138,israeli singer-songwriter
כלום לא טעים,0.551,0.483,-5.912,0.0442,0.557,0.0,0.068,0.404,134.207,israeli singer-songwriter
כלום לא טעים,0.551,0.483,-5.912,0.0442,0.557,0.0,0.068,0.404,134.207,israeli singer-songwriter
אין סוף ללילה,0.545,0.572,-5.564,0.0328,0.605,0.0,0.0601,0.365,128.288,israeli singer-songwriter
יונתן שפירא,0.523,0.734,-3.764,0.0404,0.554,0.0,0.108,0.726,113.257,israeli singer-songwriter
קיץ,0.398,0.666,-5.145,0.0462,0.0351,0.0,0.144,0.236,183.971,israeli singer-songwriter
שיר אהבה פשוט,0.582,0.903,-4.869,0.045,0.0833,4.88e-06,0.0715,0.188,126.936,israeli singer-songwriter
My Secret from You,0.731,0.775,-2.818,0.0977,0.0585,0.0,0.204,0.863,95.015,israeli hip hop
החץ המנצח,0.627,0.842,-5.04,0.061,0.4,0.0,0.297,0.657,147.847,festigal
חושב עליה,0.477,0.621,-6.302,0.0276,0.642,1.11e-06,0.0867,0.241,152.019,israeli pop
את יפה,0.533,0.608,-6.463,0.0266,0.558,0.0,0.131,0.512,167.891,israeli pop
ילד של אמא,0.772,0.853,-5.277,0.0326,0.0684,0.0,0.204,0.875,134.036,israeli pop
כמה לילות,0.676,0.512,-8.693,0.0463,0.624,0.0,0.119,0.63,134.077,israeli pop
זה לא עושה לי כלום,0.681,0.929,-4.071,0.0324,0.214,0.0,0.0375,0.793,109.982,mizrahi
הילד שביקשתי,0.464,0.697,-5.224,0.0298,0.35,0.0,0.11,0.272,139.964,mizrahi
מפונקת,0.787,0.921,-2.206,0.0319,0.569,0.0,0.125,0.965,100.044,mizrahi
בחג פורים,0.372,0.472,-8.135,0.043,0.498,0.0,0.262,0.672,196.979,"""muzika lyeladim"""
עדלידע,0.548,0.373,-10.018,0.0324,0.795,0.0,0.327,0.886,105.459,"""muzika lyeladim"""
יש לי רעשן,0.528,0.41,-11.214,0.0332,0.813,0.0,0.175,0.56,109.437,"""muzika lyeladim"""
כמו ליצן,0.364,0.535,-9.675,0.0603,0.555,0.0,0.406,0.675,203.397,"""muzika lyeladim"""
חמש עשרה,0.636,0.604,-6.739,0.0387,0.787,0.554,0.0971,0.731,94.779,israeli jazz
שיר געגוע לכאן,0.646,0.429,-11.697,0.0504,0.635,9.3e-05,0.107,0.371,101.334,israeli jazz
Parachute,0.538,0.532,-9.61,0.0249,0.555,7.27e-05,0.118,0.433,77.018,beatlesque
Dead Meat,0.226,0.506,-8.655,0.0292,0.471,0.00669,0.105,0.239,82.924,beatlesque
Mr Blue,0.456,0.386,-10.293,0.032,0.835,0.108,0.389,0.612,165.733,acoustic pop
כשהילדים שרים,0.482,0.574,-6.305,0.0279,0.429,0.0,0.136,0.229,83.953,festigal
Моя игра,0.553,0.626,-6.711,0.0883,0.335,0.0,0.283,0.666,175.746,"russian gangster rap, russian hip hop, russian pop"
Урбан,0.84,0.704,-5.124,0.256,0.0528,0.0,0.321,0.545,92.023,"russian gangster rap, russian hip hop, russian pop"
Мама,0.564,0.563,-9.33,0.255,0.506,0.0,0.113,0.392,176.209,"russian gangster rap, russian hip hop, russian pop"
Осень,0.713,0.646,-7.443,0.047,0.0421,4.74e-06,0.228,0.882,92.026,"russian gangster rap, russian hip hop, russian pop"
Выпускной (Медлячок),0.534,0.742,-6.674,0.0973,0.133,0.0,0.587,0.3,154.072,"russian gangster rap, russian hip hop, russian pop"
Ты та...,0.662,0.854,-6.126,0.192,0.318,0.0,0.201,0.417,92.01,"russian gangster rap, russian hip hop, russian pop"
Раз и навсегда,0.82,0.808,-6.331,0.281,0.155,0.0,0.0742,0.588,94.015,"russian gangster rap, russian hip hop, russian pop"
Чувства,0.738,0.746,-7.32,0.0495,0.0933,0.00108,0.0987,0.897,91.921,"russian gangster rap, russian hip hop, russian pop"
Любовь без памяти,0.787,0.484,-6.339,0.145,0.387,1.51e-05,0.118,0.452,92.964,"russian gangster rap, russian hip hop, russian pop"
Босанова,0.82,0.561,-7.07,0.276,0.496,0.000434,0.0651,0.643,89.986,"russian gangster rap, russian hip hop, russian pop"
Кинолента,0.795,0.524,-7.722,0.187,0.735,0.0,0.0956,0.473,94.003,"russian gangster rap, russian hip hop, russian pop"
Моя Вселенная,0.672,0.454,-8.729,0.139,0.818,1.08e-05,0.355,0.614,83.14,"russian gangster rap, russian hip hop, russian pop"
Вселенная,0.672,0.454,-8.729,0.139,0.818,1.08e-05,0.355,0.614,83.14,"russian gangster rap, russian hip hop, russian pop"
ЧК - Чистый Кайф,0.565,0.789,-8.425,0.0916,0.015,2.46e-06,0.104,0.164,160.32,"russian gangster rap, russian hip hop, russian pop"
Кастинг,0.742,0.525,-11.292,0.0435,0.0618,5.74e-06,0.161,0.249,93.021,"russian gangster rap, russian hip hop, russian pop"
"Там, где нас нет",0.703,0.511,-11.497,0.232,0.214,4.46e-05,0.339,0.467,73.0,"russian gangster rap, russian hip hop, russian pop"
Я смотрю на небо,0.76,0.434,-11.095,0.0455,0.286,0.0111,0.18,0.533,139.969,"russian gangster rap, russian hip hop, russian pop"
So Far,0.628,0.308,-11.431,0.108,0.673,0.0,0.0995,0.209,79.911,israeli pop
הכל כשורה,0.507,0.285,-11.608,0.0685,0.799,0.0,0.0656,0.513,85.541,israeli pop
I Love You,0.484,0.118,-11.875,0.0357,0.664,0.00415,0.109,0.0711,104.509,israeli pop
Ever,0.603,0.408,-7.606,0.0873,0.636,0.0,0.0851,0.719,132.553,israeli pop
מאה אחוז אור,0.381,0.487,-9.541,0.0515,0.646,0.00154,0.36,0.189,148.513,israeli pop
יה,0.768,0.326,-9.712,0.0579,0.811,8.97e-05,0.169,0.751,147.951,israeli pop
אין זה משנה,0.486,0.196,-11.92,0.0338,0.885,7.55e-05,0.115,0.282,133.512,israeli pop
מה שהלב בחר,0.598,0.44,-8.26,0.0293,0.485,0.0,0.232,0.437,113.087,israeli singer-songwriter
ים הרחמים,0.493,0.391,-8.821,0.0302,0.46,0.000141,0.329,0.304,109.995,israeli singer-songwriter
בא מן השתיקה,0.484,0.000108,-13.452,0.119,0.697,0.0,0.135,0.207,108.895,israeli singer-songwriter
שיר געגועים,0.302,0.453,-7.072,0.0314,0.216,2.46e-05,0.105,0.515,88.067,israeli singer-songwriter
אנה אפנה,0.505,0.787,-6.66,0.0314,0.00346,0.0234,0.118,0.465,100.007,israeli rock
מה אעשה,0.623,0.301,-12.034,0.0288,0.878,0.000175,0.0952,0.183,123.883,israeli rock
לבבתיני,0.557,0.823,-6.839,0.0328,0.0842,0.000858,0.377,0.649,120.0,israeli rock
בסוף היום,0.546,0.829,-6.446,0.0297,0.0188,0.238,0.149,0.504,114.979,israeli rock
נערה חשמלית,0.73,0.861,-3.979,0.062,0.377,0.0,0.0427,0.712,108.021,festigal
בלי תחרות,0.813,0.742,-4.446,0.037,0.0574,0.0,0.379,0.739,109.96,festigal
שיר (יונה וולך),0.492,0.24,-9.44,0.0311,0.862,0.000271,0.0958,0.0842,131.423,
ניגון לבניה,0.437,0.399,-9.101,0.0278,0.931,0.0337,0.114,0.467,146.703,
אלו פינו,0.302,0.29,-9.626,0.0277,0.86,0.0,0.115,0.438,175.249,
אלהי נשמה,0.676,0.294,-11.631,0.0282,0.929,4.35e-06,0.128,0.334,109.886,
אל תוותר,0.739,0.884,-4.478,0.0342,0.0585,0.0,0.158,0.958,109.97,festigal
לנצח נשאר,0.566,0.931,-4.142,0.0418,0.167,0.0,0.297,0.717,133.03,festigal
את המחר שלי,0.516,0.695,-3.814,0.0281,0.314,0.0,0.203,0.387,131.929,israeli singer-songwriter
אם אני אוהבת אותך,0.557,0.727,-5.822,0.0716,0.167,0.0,0.11,0.742,150.021,festigal
דרור יקרא,0.565,0.596,-6.424,0.0287,0.597,0.00164,0.0897,0.301,137.009,jewish pop
קטנתי,0.192,0.403,-9.34,0.0466,0.837,1.75e-05,0.101,0.241,72.972,jewish pop
אשירה,0.556,0.223,-13.146,0.0296,0.909,1.3e-06,0.113,0.232,86.043,jewish pop
בין הצלילים,0.283,0.462,-8.054,0.0346,0.819,8.03e-06,0.101,0.214,146.563,jewish pop
והיא שעמדה,0.164,0.344,-8.754,0.0321,0.637,4.59e-05,0.108,0.31,81.0,jewish pop
Disko Partizani,0.722,0.875,-5.416,0.0424,0.103,0.0368,0.298,0.875,99.989,"balkan brass, gypsy fusion"
Disko Partizani,0.724,0.868,-5.398,0.0415,0.117,0.0412,0.309,0.855,100.002,"balkan brass, gypsy fusion"
Bass and Several Cars,0.649,0.729,-14.078,0.0418,0.00203,0.904,0.134,0.709,160.815,"balkan brass, gypsy fusion"
Starz In Their Eyes,0.66,0.793,-6.738,0.0655,0.00161,0.0005,0.54,0.628,123.804,uk alternative pop
Starz In Their Eyes,0.67,0.8,-6.731,0.0652,0.00184,0.000356,0.466,0.656,123.802,uk alternative pop
Starz In Their Eyes - Radio Edit,0.686,0.803,-6.893,0.0426,0.000779,0.00181,0.471,0.716,124.11,uk alternative pop
The Day I Died,0.658,0.57,-7.293,0.0403,0.279,0.0,0.279,0.722,83.064,uk alternative pop
Writer's Block,0.872,0.676,-5.649,0.101,0.143,0.00188,0.291,0.606,121.972,uk alternative pop
הלילה אתה מנצח,0.722,0.858,-4.454,0.0404,0.339,0.0,0.0714,0.794,117.013,festigal
Israel Song,0.387,0.425,-12.686,0.0302,0.875,0.201,0.123,0.303,85.928,shamanic
Party Girl,0.696,0.253,-14.527,0.0397,0.71,0.00925,0.0967,0.415,132.467,slowcore
Lovers Are Strangers,0.646,0.331,-12.806,0.0373,0.554,0.0,0.121,0.249,122.083,slowcore
I'll Be Your Woman,0.574,0.208,-16.092,0.0581,0.811,0.0158,0.26,0.158,115.836,slowcore
Russian Ballerina,0.704,0.736,-8.695,0.0326,0.137,8.14e-06,0.158,0.975,139.98,slowcore
Blue Eyes Unchanged,0.794,0.271,-15.577,0.267,0.306,0.894,0.0946,0.285,124.009,slowcore
First Six Months of Love,0.735,0.394,-10.537,0.0375,0.269,0.569,0.107,0.878,140.024,slowcore
Kiss in Taksim Square,0.636,0.363,-11.014,0.0286,0.0135,0.915,0.0742,0.69,109.993,slowcore
Dance While You Can,0.698,0.416,-10.724,0.0763,0.128,7.8e-05,0.0672,0.509,156.011,slowcore
אייכה,0.544,0.228,-11.52,0.0285,0.941,1.63e-05,0.112,0.216,83.934,israeli singer-songwriter
המשורר,0.672,0.336,-8.819,0.0283,0.825,0.0,0.123,0.36,100.051,israeli singer-songwriter
מה התכלית,0.614,0.692,-5.324,0.0245,0.638,1.39e-06,0.12,0.619,107.994,israeli singer-songwriter
בן מלך שעשוי מאבנים טובות,0.598,0.706,-4.105,0.0302,0.236,0.0,0.143,0.589,124.015,israeli singer-songwriter
מוחין דקטנות,0.719,0.382,-7.911,0.0302,0.826,1.15e-06,0.11,0.723,97.053,israeli singer-songwriter
ערפל,0.695,0.637,-5.665,0.0341,0.446,0.0,0.105,0.735,100.003,israeli singer-songwriter
אחותי,0.727,0.618,-4.384,0.0304,0.641,0.0,0.129,0.758,136.006,israeli singer-songwriter
סגולה,0.622,0.671,-5.178,0.0263,0.133,0.000174,0.0951,0.605,126.047,israeli singer-songwriter
מתוך שינה,0.488,0.464,-6.289,0.0244,0.587,0.000593,0.105,0.197,75.013,israeli singer-songwriter
רפא-אל,0.591,0.485,-6.393,0.0246,0.697,0.00606,0.114,0.218,90.037,israeli singer-songwriter
מים מתוקים,0.475,0.336,-8.276,0.0342,0.778,0.0,0.105,0.163,141.953,israeli singer-songwriter
דע בני אהובי,0.457,0.29,-11.829,0.0282,0.685,1.13e-05,0.115,0.229,106.562,israeli singer-songwriter
Shir Ahava Indiani (Miguel),0.729,0.72,-5.615,0.0586,0.361,6.84e-05,0.0707,0.751,150.043,israeli pop
Ego Trip,0.561,0.874,-3.396,0.0307,0.00412,6.09e-06,0.162,0.686,134.934,israeli pop
שיר אהבה אינדיאני (מיגל),0.729,0.721,-5.615,0.0589,0.361,6.52e-05,0.0707,0.752,150.047,israeli pop
Da,0.715,0.76,-4.472,0.0858,0.114,3.96e-05,0.0384,0.743,155.998,israeli pop
Layla,0.704,0.295,-10.007,0.0293,0.848,2.59e-05,0.103,0.298,110.071,israeli pop
Yeled Yafe,0.681,0.35,-9.763,0.0342,0.881,0.0,0.0932,0.299,119.979,israeli pop
Shney Indianim,0.619,0.815,-7.104,0.0303,0.08,0.00488,0.077,0.96,100.012,israeli pop
Gilgulim,0.644,0.576,-7.866,0.0272,0.103,0.00526,0.459,0.546,110.01,israeli pop
Eich Uchal Lehamshich Lishon,0.58,0.35,-9.196,0.0326,0.754,5.34e-05,0.0956,0.288,95.948,israeli pop
Ei Sham Balev,0.752,0.598,-6.633,0.0279,0.427,0.0,0.243,0.342,105.034,israeli pop
Im,0.702,0.572,-9.597,0.0289,0.259,0.0,0.0946,0.327,129.985,israeli pop
Baderech,0.656,0.359,-9.415,0.0296,0.676,0.000415,0.101,0.269,106.949,israeli pop
Kol Yom,0.635,0.682,-7.332,0.0291,0.44,0.00484,0.0554,0.84,104.019,israeli pop
Sheleg,0.352,0.357,-9.389,0.0289,0.526,0.000284,0.116,0.4,146.913,israeli pop
הזמן עושה את שלו,0.677,0.777,-6.84,0.0414,0.1,0.0,0.0911,0.652,101.021,israeli pop
Adam Tzover Zichronot (Man Accumulate Memories),0.536,0.751,-5.095,0.0653,0.144,0.000259,0.189,0.38,150.041,israeli pop
אדם צובר זכרונות,0.536,0.751,-5.095,0.0653,0.144,0.000259,0.189,0.38,150.041,israeli pop
פסטיבל,0.635,0.632,-8.936,0.045,0.199,0.000568,0.114,0.197,110.059,israeli pop
מחוזקים לעולם,0.681,0.663,-7.578,0.0517,0.0889,0.0,0.367,0.65,120.059,israeli pop
אורות,0.567,0.712,-7.293,0.0704,0.064,0.0,0.0998,0.388,98.979,israeli pop
אם את הולכת,0.708,0.593,-8.187,0.0331,0.0498,0.0482,0.116,0.387,103.008,israeli pop
אבא,0.734,0.743,-8.075,0.0386,0.0133,0.000207,0.118,0.525,102.011,israeli pop
שושנה,0.704,0.591,-8.035,0.0819,0.399,0.00167,0.0907,0.338,118.083,israeli pop
אני לא מבין איך היום עולה עליי,0.66,0.535,-8.594,0.0402,0.52,0.00155,0.131,0.354,101.999,israeli pop
אני איתך,0.632,0.448,-9.628,0.0352,0.326,0.000289,0.0886,0.307,129.981,israeli pop
הימים עוברים,0.535,0.361,-8.822,0.0269,0.558,0.0,0.14,0.29,78.066,israeli pop
שיר חדש,0.616,0.493,-8.982,0.0986,0.642,0.0,0.105,0.288,147.546,israeli pop
שבוע טוב,0.697,0.777,-3.472,0.0834,0.0107,0.0,0.097,0.555,103.996,israeli pop
אני שלך,0.615,0.599,-6.345,0.0282,0.256,0.0,0.0988,0.397,124.009,israeli pop
Journey,0.384,0.267,-10.422,0.0668,0.931,0.0504,0.123,0.339,81.467,turkish instrumental
