name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
Star of Bethlehem - Instrumental,0.147,0.155,-16.01,0.0325,0.951,0.922,0.099,0.0744,92.533,soundtrack
Mom Returns and Finale - Instrumental,0.0971,0.0385,-22.21,0.0394,0.97,0.398,0.0615,0.0726,87.598,soundtrack
End Credits,0.149,0.169,-17.504,0.0339,0.905,0.805,0.12,0.0621,79.452,soundtrack
Christmas at Hogwarts,0.18,0.0512,-29.604,0.0439,0.82,0.0546,0.137,0.0601,79.124,soundtrack
Fawkes Is Reborn,0.12,0.0456,-24.199,0.0383,0.966,0.921,0.113,0.0393,89.648,soundtrack
Mischief Managed!,0.279,0.184,-19.447,0.0424,0.844,0.22,0.0772,0.13,80.114,soundtrack
Journey To The Island,0.189,0.15,-18.483,0.0362,0.894,0.918,0.12,0.0976,109.687,soundtrack
"Flying - From ""E.T. The Extra-Terrestrial"" Soundtrack",0.221,0.155,-21.408,0.0356,0.861,0.88,0.104,0.0787,79.451,soundtrack
Opening Titles,0.105,0.027,-28.314,0.0369,0.922,0.999,0.139,0.0352,157.238,soundtrack
Fawkes the Phoenix,0.106,0.181,-17.969,0.0342,0.964,0.853,0.407,0.0593,61.02,soundtrack
Buckbeak's Flight,0.136,0.345,-16.834,0.0399,0.725,0.91,0.175,0.158,89.783,soundtrack
"Hymn To The Fallen - From ""Saving Private Ryan"" Soundtrack",0.169,0.0629,-22.961,0.0411,0.953,0.911,0.0996,0.0607,127.155,soundtrack
Scherzo for Motorcycle and Orchestra,0.445,0.511,-10.056,0.0408,0.908,0.917,0.156,0.325,92.212,soundtrack
You Are the Pan,0.217,0.073,-21.944,0.0408,0.891,0.928,0.0987,0.0324,53.857,soundtrack
Prologue,0.427,0.312,-17.382,0.0601,0.772,0.866,0.172,0.195,61.363,soundtrack
"Omaha Beach - From ""Saving Private Ryan"" Soundtrack",0.0786,0.0277,-28.424,0.0447,0.947,0.909,0.112,0.0365,173.287,soundtrack
Raiders March,0.422,0.351,-13.002,0.0352,0.73,0.904,0.0784,0.168,132.317,soundtrack
"Three Million Light Years From Home - From ""E.T. The Extra-Terrestrial"" Soundtrack",0.0636,0.0479,-29.626,0.0441,0.254,0.819,0.394,0.0333,47.705,soundtrack
"Flight to Neverland (From ""Hook"")",0.23,0.349,-18.46,0.0389,0.718,0.913,0.536,0.425,129.393,soundtrack
"Star Wars, Episode V ""The Empire Strikes Back"": The Imperial March",0.531,0.289,-16.255,0.0316,0.819,0.721,0.191,0.15,104.233,soundtrack
Secrets of the Castle,0.219,0.0283,-29.83,0.0357,0.933,0.827,0.132,0.0828,57.394,soundtrack
Finale & End Credits,0.32,0.394,-10.185,0.0346,0.889,0.865,0.0468,0.107,131.233,soundtrack
Indy's Very First Adventure,0.321,0.238,-12.983,0.0349,0.91,0.86,0.081,0.0564,79.93,soundtrack
"Main Title (From ""Superman"") - Instrumental",0.356,0.354,-14.325,0.0415,0.623,0.904,0.0975,0.219,116.248,soundtrack
Star of Bethlehem - Voice,0.195,0.107,-22.997,0.0443,0.959,0.66,0.164,0.0415,80.771,soundtrack
Double Trouble,0.65,0.146,-20.889,0.0343,0.733,0.0,0.0482,0.68,91.993,soundtrack
"Main Theme (From ""Jurassic Park"")",0.181,0.215,-17.797,0.0367,0.709,0.903,0.0904,0.0828,133.386,soundtrack
Keeping Up With the Joneses,0.237,0.301,-11.072,0.0332,0.929,0.918,0.17,0.0962,81.056,soundtrack
"Theme From Jurassic Park - From ""Jurassic Park"" Soundtrack",0.166,0.23,-14.123,0.0351,0.905,0.754,0.178,0.0704,128.915,soundtrack
If You Go,0.664,0.329,-15.817,0.0252,0.563,6.43e-05,0.117,0.685,97.632,nederpop
Summerwine,0.348,0.596,-9.52,0.0432,0.49,0.0,0.0961,0.62,90.376,nederpop
Querube,0.694,0.474,-8.971,0.0397,0.703,1.01e-05,0.36,0.79,112.814,bolero
Serenata A Mi Adorada,0.767,0.371,-10.248,0.0435,0.73,2.2e-06,0.14,0.735,120.615,bolero
Odiame,0.61,0.526,-8.343,0.0498,0.49,1.05e-06,0.0771,0.79,153.966,bolero
En El Álbum De Mi Vida,0.753,0.516,-8.293,0.0376,0.706,0.00128,0.203,0.808,109.61,bolero
Amar Y Vivir,0.718,0.372,-11.49,0.0542,0.573,0.0,0.287,0.686,106.813,bolero
La Media Vuelta,0.736,0.328,-13.257,0.0445,0.634,0.000232,0.161,0.776,103.575,bolero
Perdón,0.62,0.371,-9.29,0.0376,0.756,0.0,0.05,0.694,98.036,bolero
Sombras,0.689,0.441,-11.325,0.04,0.719,0.000305,0.0545,0.645,106.924,bolero
Vida Consentida,0.698,0.329,-12.551,0.0389,0.767,6.86e-06,0.14,0.622,106.76,bolero
En Mi Viejo San Juan,0.745,0.342,-10.359,0.0471,0.536,5.1e-05,0.17,0.882,106.141,bolero
Entre Copa Y Copa,0.543,0.439,-10.408,0.0414,0.73,7.05e-05,0.175,0.661,165.887,bolero
Volver Volver,0.66,0.396,-10.155,0.0402,0.722,3.82e-05,0.0849,0.503,108.525,bolero
Tus Quince Años,0.61,0.435,-10.309,0.0856,0.55,0.0,0.15,0.393,103.203,bolero
Con Amor,0.704,0.315,-12.645,0.0346,0.758,4.99e-05,0.0693,0.557,100.79,bolero
Te Vengo Siguiendo,0.715,0.332,-13.562,0.0433,0.733,2.97e-06,0.102,0.787,109.198,bolero
Daddy Cool,0.763,0.777,-6.932,0.0364,0.281,0.78,0.134,0.929,124.431,europop
Sunny,0.647,0.868,-6.427,0.105,0.0876,0.124,0.129,0.803,121.822,europop
Daddy Cool,0.761,0.682,-10.515,0.0361,0.247,0.735,0.134,0.941,124.456,europop
Sunny,0.643,0.834,-9.296,0.0959,0.0934,0.071,0.266,0.854,121.789,europop
Take the Heat off Me,0.607,0.88,-7.421,0.137,0.0373,4.03e-05,0.106,0.908,132.639,europop
Fever,0.765,0.636,-7.104,0.0566,0.102,0.000147,0.029,0.887,122.154,europop
Baby Do You Wanna Bump,0.706,0.816,-8.636,0.0487,0.0105,0.64,0.134,0.898,118.328,europop
No Woman No Cry,0.771,0.715,-6.893,0.0272,0.161,0.00172,0.0549,0.916,101.04,europop
Got a Man on My Mind,0.559,0.567,-7.205,0.0331,0.699,4.5e-06,0.299,0.773,177.92,europop
Ma Baker,0.746,0.76,-6.009,0.105,0.0342,2.18e-05,0.31,0.902,128.976,europop
Ma Baker (ZDF Starparade 02.06.1977),0.743,0.668,-9.016,0.12,0.0343,3.42e-05,0.29,0.903,128.982,europop
Love for Sale,0.627,0.72,-6.375,0.0643,0.00286,0.0221,0.187,0.859,129.524,europop
Rasputin,0.639,0.893,-6.509,0.036,0.289,0.00816,0.222,0.966,126.143,europop
Rivers of Babylon,0.729,0.851,-7.033,0.0362,0.13,0.000912,0.443,0.741,115.118,europop
Brown Girl in the Ring,0.732,0.743,-7.083,0.0486,0.22,0.00154,0.0173,0.893,105.64,europop
Painter Man,0.624,0.803,-6.187,0.0873,0.0135,0.00839,0.214,0.962,129.094,europop
Nightflight to Venus,0.631,0.946,-7.738,0.0572,0.00324,0.713,0.144,0.814,123.373,europop
King of the Road,0.824,0.636,-7.949,0.0625,0.247,0.000246,0.0279,0.922,117.58,europop
He Was a Steppenwolf,0.822,0.763,-8.141,0.0399,0.0869,0.185,0.0691,0.961,119.016,europop
Voodoonight,0.713,0.734,-8.193,0.0355,0.284,0.526,0.101,0.961,105.738,europop
Gotta Go Home,0.781,0.936,-5.843,0.0293,0.286,0.0522,0.303,0.98,131.659,europop
"I See a Boat on the River - 7"" Version",0.767,0.797,-7.495,0.0286,0.301,5.56e-06,0.282,0.973,120.792,europop
Ribbons of Blue,0.657,0.71,-7.022,0.0337,0.542,0.0,0.166,0.602,119.83,europop
Bahama Mama,0.861,0.793,-6.594,0.0474,0.103,0.0212,0.0444,0.966,130.294,europop
Malaika,0.824,0.621,-6.944,0.0458,0.299,1.07e-06,0.356,0.746,119.149,europop
We Kill the World (Don't Kill the World),0.403,0.681,-7.538,0.0433,0.346,1.16e-05,0.148,0.48,154.67,europop
"Felicidad (Margherita) - 7"" Version",0.798,0.835,-6.882,0.059,0.48,0.00285,0.1,0.92,115.964,europop
"Rasputin - 7"" Version",0.694,0.719,-12.734,0.048,0.47,0.00121,0.44,0.972,126.212,europop
Ma Baker,0.752,0.593,-11.577,0.143,0.0765,1.39e-05,0.291,0.869,129.203,europop
"Rasputin - 7"" Version",0.691,0.752,-11.47,0.0455,0.463,0.00103,0.595,0.97,126.005,europop
Going Back West,0.975,0.491,-12.988,0.0673,0.00583,0.000252,0.0447,0.821,119.427,europop
Rasputin,0.691,0.752,-11.47,0.0455,0.463,0.00103,0.595,0.97,126.005,europop
Daddy Cool,0.753,0.632,-12.476,0.0382,0.254,0.653,0.228,0.958,124.702,europop
Disco Megamix (130 BPM),0.79,0.973,-7.154,0.0331,0.00467,0.315,0.346,0.869,130.532,europop
Belfast,0.716,0.819,-6.88,0.0384,0.00643,0.0,0.0917,0.727,130.946,europop
Have You Ever Seen the Rain,0.735,0.784,-8.424,0.0347,0.248,0.00447,0.0474,0.971,118.127,europop
Plantation Boy,0.751,0.728,-6.546,0.0353,0.543,0.000156,0.302,0.835,106.039,europop
Motherless Child,0.663,0.806,-6.79,0.0297,0.0971,0.00669,0.116,0.75,114.531,europop
Let It All Be Music,0.704,0.737,-6.667,0.0724,0.138,2.41e-05,0.383,0.908,129.35,europop
Oceans of Fantasy,0.636,0.872,-6.432,0.063,0.566,0.000209,0.0957,0.55,104.227,europop
El Lute,0.509,0.723,-8.37,0.0428,0.534,0.0,0.229,0.361,103.62,europop
Ride to Agadir,0.716,0.644,-7.997,0.0492,0.601,3.95e-05,0.132,0.569,100.398,europop
"Going Back West - 7"" Version",0.963,0.775,-6.328,0.0398,0.105,4.34e-05,0.0443,0.96,119.181,europop
Little Drummer Boy,0.732,0.472,-12.382,0.0346,0.938,0.0123,0.144,0.623,112.019,europop
Feliz Navidad - Radio Version,0.822,0.857,-7.878,0.0315,0.122,0.000719,0.433,0.978,121.011,europop
Mary's Boy Child / Oh My Lord - Long Version,0.774,0.744,-8.499,0.0446,0.502,0.0,0.254,0.933,111.934,europop
When a Child Is Born,0.421,0.256,-11.618,0.0306,0.864,2.84e-05,0.207,0.266,127.985,europop
Auld Lang Syne,0.76,0.654,-8.675,0.0304,0.555,0.0,0.236,0.908,118.241,europop
Jingle Bells,0.708,0.857,-6.54,0.0252,0.43,0.0,0.105,0.967,87.556,europop
I See A Boat On The River,0.782,0.615,-12.74,0.0325,0.31,6.26e-06,0.192,0.966,121.051,europop
Hark The Herald Angels Sing,0.54,0.351,-9.584,0.0258,0.781,4.08e-06,0.0941,0.486,95.7,europop
White Christmas,0.685,0.416,-9.082,0.0738,0.694,0.00508,0.238,0.403,80.959,europop
"Children of Paradise - 7"" Version",0.797,0.697,-6.681,0.0346,0.28,0.018,0.0928,0.928,122.932,europop
Christmas Medley,0.365,0.319,-10.339,0.027,0.738,3.73e-06,0.584,0.267,91.668,europop
Joy to the World,0.571,0.715,-7.895,0.0266,0.535,0.000388,0.302,0.932,91.159,europop
Zion's Daughter,0.562,0.547,-10.497,0.0317,0.545,0.0,0.227,0.521,117.024,europop
Oh Come All Ye Faithful,0.329,0.624,-8.93,0.0302,0.207,0.0,0.743,0.806,201.964,europop
The First Noël,0.291,0.417,-10.455,0.0305,0.695,6.7e-06,0.398,0.54,179.844,europop
Hooray! Hooray! It's a Holi-Holiday,0.726,0.739,-11.42,0.0459,0.551,8.14e-05,0.292,0.966,104.905,europop
Oh Christmas Tree,0.475,0.257,-13.944,0.0284,0.845,0.000106,0.55,0.218,130.586,europop
We Kill The World (Don't Kill The World),0.644,0.684,-13.062,0.0408,0.329,2e-05,0.345,0.641,154.974,europop
I'll Be Home for Christmas,0.92,0.64,-8.909,0.0373,0.0199,0.0443,0.057,0.941,90.703,europop
Darkness Is Falling,0.469,0.264,-11.143,0.0265,0.956,5.46e-05,0.214,0.304,89.293,europop
Daddy Cool,0.756,0.573,-13.557,0.0416,0.264,0.651,0.187,0.957,124.731,europop
Dreadlock Holiday,0.802,0.893,-6.72,0.0364,0.178,5.68e-05,0.0813,0.904,104.364,europop
"Young, Free and Single - 7"" Version",0.692,0.868,-6.25,0.0347,0.105,0.000667,0.0677,0.967,128.219,europop
Hooray! Hooray! It's A Holi-Holiday - Radio Edit,0.67,0.859,-6.835,0.0311,0.00126,0.0102,0.131,0.768,106.019,europop
Rivers Of Babylon,0.73,0.75,-7.582,0.0341,6.24e-05,0.72,0.354,0.785,122.774,europop
Bye Bye Bluebird,0.68,0.926,-6.794,0.0362,0.144,0.493,0.376,0.964,120.394,europop
No Woman No Cry,0.764,0.508,-13.86,0.0295,0.112,0.00328,0.0635,0.917,101.065,europop
Sunny,0.638,0.699,-12.278,0.107,0.0383,0.0296,0.355,0.873,122.065,europop
Rivers of Babylon - Single Version,0.727,0.656,-12.133,0.0369,0.104,0.000297,0.167,0.841,115.222,europop
"Hooray! Hooray! It's a Holi-Holiday - 7"" Version",0.72,0.883,-6.05,0.0424,0.411,2.32e-05,0.126,0.975,104.734,europop
Brown Girl In The Ring,0.673,0.801,-8.022,0.0474,0.00273,0.000199,0.0541,0.832,103.403,europop
Brown Girl in the Ring,0.735,0.758,-6.75,0.042,0.192,0.0014,0.0167,0.917,105.677,europop
Felicidad (Margherita),0.797,0.656,-13.295,0.0683,0.408,0.00039,0.0928,0.924,116.273,europop
Rasputin,0.767,0.827,-7.981,0.0349,0.0799,0.000689,0.111,0.972,126.518,europop
Never Change Lovers in the Middle of the Night,0.699,0.916,-8.344,0.0516,0.508,0.0035,0.108,0.83,88.76,europop
Lovin' or Leavin',0.593,0.943,-6.603,0.127,0.0224,0.000895,0.0669,0.803,129.129,europop
"Jambo - Hakuna Matata (No Problems) - 7"" Version",0.821,0.922,-7.298,0.0613,0.028,0.682,0.0554,0.582,118.797,europop
Kalimba De Luna,0.772,0.689,-13.029,0.0501,0.515,0.0653,0.159,0.805,112.197,europop
Kalimba De Luna,0.713,0.952,-6.263,0.0456,0.0362,0.0357,0.0556,0.881,111.309,europop
A Woman Can Change a Man,0.652,0.836,-6.936,0.0431,0.00332,0.000133,0.167,0.823,127.775,europop
Ma Baker,0.741,0.597,-11.669,0.148,0.0422,1.49e-05,0.257,0.938,128.87,europop
Daddy Cool,0.767,0.782,-6.834,0.0363,0.254,0.743,0.136,0.934,124.44,europop
Ma Baker,0.771,0.742,-6.909,0.117,0.0133,6.4e-05,0.282,0.846,129.033,europop
Rivers of Babylon - Single Version,0.728,0.682,-11.576,0.0393,0.0838,0.00203,0.221,0.836,115.218,europop
New York City,0.69,0.885,-7.96,0.0573,0.208,0.753,0.146,0.758,107.738,europop
Heart of Gold,0.586,0.743,-7.036,0.0484,0.0994,1.1e-05,0.374,0.467,95.614,europop
Boonoonoonoos,0.738,0.735,-7.709,0.054,0.356,0.0742,0.0593,0.725,102.113,europop
Barbarella Fortuneteller,0.825,0.706,-8.372,0.0358,0.233,0.000252,0.0354,0.983,115.437,europop
"Happy Song - 7"" Version",0.804,0.682,-12.125,0.0455,0.208,0.00759,0.328,0.966,123.132,europop
Rivers of Babylon,0.741,0.651,-13.003,0.0328,0.294,4.11e-05,0.309,0.797,115.13,europop
"Rasputin - 7"" Version",0.738,0.843,-8.035,0.0365,0.11,0.000353,0.51,0.972,126.509,europop
No Woman No Cry,0.79,0.819,-5.531,0.0308,0.00135,0.00474,0.0712,0.77,102.475,europop
Caribbean Nightfever - Megamix (106 BPM),0.666,0.899,-7.664,0.0337,0.0038,0.493,0.0809,0.93,106.002,europop
Happy Song,0.81,0.777,-8.055,0.0457,0.161,0.00101,0.124,0.968,122.922,europop
Jambo - Hakuna Matata (No Problems),0.829,0.768,-14.093,0.0784,0.0437,0.763,0.0745,0.631,119.024,europop
Fever,0.782,0.536,-10.17,0.0735,0.112,0.00026,0.0323,0.889,122.154,europop
Take The Heat Off Me,0.636,0.808,-10.843,0.127,0.0381,0.000108,0.106,0.882,132.587,europop
Baby Do You Wanna Bump,0.691,0.718,-12.303,0.0427,0.0122,0.757,0.133,0.916,118.32,europop
No Woman No Cry,0.764,0.636,-10.225,0.0282,0.187,0.000978,0.0557,0.943,101.04,europop
Love For Sale,0.638,0.595,-10.067,0.0554,0.00165,0.0517,0.214,0.855,129.477,europop
Mary's Boy Child / Oh My Lord,0.783,0.668,-11.547,0.0402,0.254,0.0,0.275,0.919,112.55,europop
Rasputin,0.759,0.883,-6.264,0.0383,0.145,0.000234,0.266,0.972,126.511,europop
Mary's Boy Child,0.771,0.526,-13.172,0.0455,0.505,0.0,0.13,0.921,112.507,europop
El Lute,0.328,0.496,-14.129,0.0421,0.619,0.0,0.69,0.348,104.417,europop
Rasputin,0.755,0.992,-7.968,0.0333,0.00212,0.823,0.185,0.963,128.012,europop
Rasputin (Piano Interpretation),0.769,0.683,-14.722,0.0424,0.267,0.00245,0.0872,0.969,126.901,europop
Daddy Cool (Gitarren Interpretation),0.763,0.512,-16.758,0.048,0.261,0.812,0.281,0.967,124.885,europop
6 Years Of Boney M. Hits (Boney M. On 45),0.514,0.813,-7.475,0.0782,0.0665,0.00286,0.125,0.82,123.464,europop
Rivers of Babylon,0.742,0.58,-15.087,0.036,0.273,1.62e-05,0.321,0.763,115.128,europop
Gotta Go Home,0.741,0.727,-14.528,0.0277,0.226,0.0149,0.292,0.984,131.176,europop
No Woman No Cry,0.825,0.37,-16.727,0.0322,0.233,0.000388,0.0761,0.921,101.327,europop
Sunny,0.628,0.693,-13.685,0.0475,0.0707,0.414,0.189,0.936,122.545,europop
Felicidad (Margherita),0.74,0.743,-14.837,0.0544,0.482,0.00403,0.0824,0.891,116.302,europop
Brown Girl in the Ring,0.734,0.486,-14.892,0.0432,0.147,5.81e-05,0.196,0.961,105.477,europop
Painter Man,0.581,0.726,-15.328,0.0582,0.0204,0.000502,0.796,0.765,129.373,europop
Belfast,0.647,0.587,-15.628,0.0423,0.00143,3.59e-06,0.441,0.826,129.614,europop
Hooray! Hooray! It's A Holi- Holiday,0.65,0.759,-12.961,0.0389,0.444,0.000186,0.293,0.982,104.597,europop
Barbarella Fortuneteller,0.801,0.67,-15.424,0.0373,0.343,0.286,0.212,0.981,114.15,europop
Happy Song,0.839,0.486,-15.657,0.0664,0.363,0.0555,0.0915,0.836,124.022,europop
Kalimba De Luna,0.765,0.621,-15.202,0.0429,0.193,0.0376,0.317,0.713,111.382,europop
Happy Song,0.794,0.71,-13.345,0.0388,0.208,8.84e-06,0.207,0.976,123.495,europop
B.M. à GoGo,0.62,0.708,-14.891,0.0366,0.0321,0.466,0.141,0.823,118.016,europop
"The Calendar Song (January, February, March)",0.738,0.609,-13.965,0.0568,0.414,5.23e-05,0.594,0.964,104.796,europop
"Young, Free and Single",0.726,0.731,-13.983,0.0327,0.197,0.000275,0.317,0.974,127.649,europop
Ma Baker,0.762,0.569,-14.542,0.0595,0.0464,0.00198,0.393,0.877,128.97,europop
Dreadlock Holiday,0.813,0.594,-15.585,0.0345,0.367,0.000219,0.131,0.903,104.868,europop
Bang Bang Lulu,0.784,0.756,-13.247,0.0371,0.439,2.4e-05,0.118,0.937,102.077,europop
Got Cha Loco,0.867,0.567,-14.67,0.0479,0.386,0.267,0.0705,0.976,126.546,europop
Todos Buenos,0.642,0.844,-14.268,0.0443,0.051,0.204,0.162,0.852,125.821,europop
El Lute,0.508,0.453,-16.966,0.0406,0.348,0.0,0.302,0.508,103.937,europop
Gadda Da Vida,0.801,0.8,-15.243,0.0318,0.081,0.62,0.292,0.975,123.331,europop
Daddy Cool,0.762,0.843,-5.457,0.0374,0.293,0.741,0.112,0.925,124.455,europop
Consuela Biaz,0.377,0.572,-8.529,0.0273,0.777,1.83e-06,0.0863,0.533,106.041,europop
No More Chain Gang,0.842,0.712,-10.41,0.0625,0.45,0.73,0.0721,0.659,107.213,europop
Belfast,0.725,0.666,-13.205,0.043,0.0187,0.0,0.207,0.828,129.889,europop
Belfast,0.729,0.66,-12.393,0.0471,0.00987,0.0,0.104,0.777,130.787,europop
Hooray! Hooray! It's a Holi-Holiday,0.733,0.73,-11.602,0.0465,0.535,6.6e-05,0.226,0.966,104.9,europop
Sunny,0.639,0.735,-10.971,0.108,0.0386,0.0442,0.356,0.875,122.047,europop
"Baby, Do You Wanna Bump",0.698,0.665,-14.981,0.0409,0.0145,0.46,0.0626,0.946,118.035,europop
Malaika,0.837,0.468,-10.702,0.0489,0.258,1.62e-06,0.364,0.767,119.011,europop
Motherless Child,0.664,0.659,-11.323,0.0291,0.0779,0.0161,0.108,0.756,114.514,europop
Plantation Boy,0.76,0.619,-10.382,0.0365,0.563,0.000272,0.284,0.831,106.053,europop
Have You Ever Seen the Rain,0.743,0.688,-12.166,0.0372,0.275,0.00504,0.0494,0.97,118.101,europop
Belfast,0.73,0.706,-10.521,0.0405,0.00539,0.0,0.0895,0.715,130.941,europop
A Woman Can Change a Man,0.65,0.677,-11.404,0.043,0.00214,0.000379,0.121,0.835,127.774,europop
10.000 Lightyears,0.677,0.722,-8.671,0.0281,0.097,0.0005,0.149,0.285,118.352,europop
"Mary's Boy Child / Oh My Lord - 7"" Version",0.767,0.705,-7.883,0.0379,0.515,7.89e-06,0.164,0.931,112.391,europop
Mary's Boy Child / Oh My Lord - Long Version,0.761,0.684,-11.513,0.0453,0.392,0.0,0.262,0.955,112.384,europop
Ma Baker,0.741,0.597,-11.669,0.148,0.0422,1.49e-05,0.257,0.938,128.87,europop
"My Friend Jack - 7"" Version",0.767,0.749,-8.367,0.0681,0.269,0.00812,0.0489,0.725,128.633,europop
Still I'm Sad,0.354,0.536,-8.328,0.0271,0.565,0.0529,0.125,0.364,108.4,europop
"Gloria, Can You Waddle",0.763,0.667,-7.098,0.0593,0.00582,0.0246,0.0671,0.962,120.183,europop
"Dancing in the Streets - 7"" Version",0.535,0.87,-7.812,0.0528,0.305,0.279,0.1,0.934,113.764,europop
"Calendar Song (January, February, March...)",0.727,0.859,-5.886,0.0423,0.379,0.000203,0.553,0.961,106.821,europop
Two of Us,0.907,0.611,-7.35,0.0578,0.243,0.709,0.0664,0.986,120.51,europop
No Time to Lose,0.86,0.722,-7.757,0.0571,0.355,0.00386,0.0455,0.982,118.744,europop
Somewhere in the World,0.429,0.711,-7.768,0.0307,0.104,7.42e-05,0.105,0.411,156.738,europop
Megamix - Extended Version,0.718,0.854,-5.838,0.0434,0.0107,0.0104,0.321,0.809,126.093,europop
I'm Born Again,0.439,0.39,-12.762,0.0269,0.825,0.0,0.119,0.322,92.891,europop
"I See a Boat on the River - 7"" Version",0.787,0.544,-11.287,0.0362,0.0883,3.97e-05,0.0672,0.919,122.61,europop
Gotta Go Home,0.771,0.914,-7.004,0.0298,0.219,0.053,0.341,0.98,131.641,europop
Auld Lang Syne,0.748,0.585,-11.245,0.0302,0.508,0.0,0.479,0.904,118.236,europop
Wham Bam Shang-A-Lang,0.65,0.759,-4.932,0.0355,0.353,0.0,0.155,0.943,121.454,
Right On Time,0.619,0.633,-7.02,0.0267,0.714,0.0,0.111,0.787,137.212,
Musician (It's Not an Easy Life),0.265,0.213,-11.219,0.031,0.935,1.77e-06,0.151,0.19,64.812,
Afternoon Delight,0.486,0.445,-11.728,0.03,0.49,0.0,0.101,0.788,147.221,soft rock
Don't give up on us,0.256,0.335,-13.588,0.0313,0.74,0.0166,0.0857,0.415,198.745,bubblegum pop
Silver Lady,0.715,0.494,-12.807,0.0294,0.36,9.22e-05,0.0736,0.768,111.268,bubblegum pop
Going in with my eyes open,0.575,0.37,-13.675,0.0266,0.796,0.000285,0.101,0.397,100.443,bubblegum pop
Let's have a quiet night in,0.557,0.2,-19.67,0.0318,0.884,0.0164,0.111,0.203,82.419,bubblegum pop
I Can't afford that feeling anymore,0.48,0.406,-13.708,0.0249,0.175,0.0135,0.115,0.461,78.995,bubblegum pop
You To Me Are Everything,0.595,0.921,-7.329,0.0987,0.179,0.0,0.812,0.937,102.35,"brit funk, classic uk pop, disco, motown, post-disco"
You To Me Are Everything,0.643,0.909,-8.467,0.0958,0.233,0.0,0.081,0.819,102.203,"brit funk, classic uk pop, disco, motown, post-disco"
Can You Feel the Force,0.672,0.969,-7.743,0.115,0.0924,0.000384,0.158,0.564,129.862,"brit funk, classic uk pop, disco, motown, post-disco"
Can't Get By Without You,0.679,0.762,-8.664,0.0596,0.0203,0.0,0.163,0.662,98.949,"brit funk, classic uk pop, disco, motown, post-disco"
Can't Get By Without You,0.644,0.8,-8.279,0.0642,0.041,0.0,0.612,0.785,98.824,"brit funk, classic uk pop, disco, motown, post-disco"
Can You Feel the Force,0.672,0.969,-7.743,0.115,0.0924,0.000384,0.158,0.564,129.862,"brit funk, classic uk pop, disco, motown, post-disco"
You to Me Are Everything,0.595,0.921,-7.329,0.0987,0.179,0.0,0.812,0.937,102.35,"brit funk, classic uk pop, disco, motown, post-disco"
You to Me Are Everything - The Decade Remix '76-'86,0.705,0.451,-9.882,0.0494,0.252,0.0,0.064,0.892,104.019,"brit funk, classic uk pop, disco, motown, post-disco"
Smoke from a Distant Fire,0.592,0.625,-9.343,0.0464,0.15,0.000313,0.0804,0.747,136.997,yacht rock
Howzat,0.405,0.703,-4.717,0.0348,0.43,1.03e-05,0.135,0.651,108.855,australian rock
Silvery Moon,0.446,0.592,-8.154,0.0334,0.434,1.82e-05,0.0835,0.637,115.096,australian rock
If I Had My Way,0.383,0.625,-6.275,0.0314,0.307,3.83e-06,0.143,0.348,131.379,australian rock
Lady Of The Night,0.488,0.424,-9.126,0.0286,0.752,8.24e-05,0.101,0.271,135.451,australian rock
Still In Love With You,0.533,0.348,-10.289,0.025,0.494,0.0049,0.105,0.371,77.23,australian rock
Magazine Madonna,0.556,0.697,-6.256,0.0304,0.268,0.0025,0.19,0.585,123.536,australian rock
The Way I Am,0.723,0.656,-9.277,0.0285,0.172,0.0014,0.16,0.844,121.037,australian rock
Slipstream,0.426,0.915,-6.679,0.0691,0.0122,3.91e-05,0.603,0.555,137.08,australian rock
Cassandra,0.512,0.499,-8.345,0.0287,0.0276,1.3e-05,0.0913,0.33,117.479,australian rock
Matter Of Time,0.589,0.823,-6.344,0.03,0.00922,0.0127,0.331,0.876,121.681,australian rock
Life,0.48,0.698,-6.212,0.0541,0.133,8.86e-05,0.664,0.645,132.384,australian rock
High Rollin',0.661,0.652,-7.924,0.029,0.371,0.000478,0.273,0.557,97.121,australian rock
Another Night On The Road,0.696,0.636,-8.837,0.0695,0.0579,0.00293,0.0944,0.792,128.484,australian rock
Summer Love,0.432,0.81,-6.911,0.0322,0.158,0.00501,0.131,0.591,131.9,australian rock
Son Verdim Kalbimin İşine,0.631,0.555,-8.093,0.0442,0.696,0.0,0.426,0.778,127.958,classic turkish pop
Son Verdim Kalbimin İşine,0.631,0.555,-8.093,0.0442,0.696,0.0,0.426,0.778,127.958,classic turkish pop
Seni Çok Özledim,0.368,0.583,-9.186,0.0641,0.393,0.0,0.231,0.719,172.689,classic turkish pop
Kalbimi Affettim,0.498,0.617,-8.264,0.107,0.305,0.0,0.342,0.888,161.215,classic turkish pop
Gülme Komşuna,0.583,0.521,-10.296,0.0427,0.11,0.0,0.592,0.735,113.069,classic turkish pop
Sarmaş Dolaş,0.516,0.601,-9.909,0.0576,0.45,1.45e-06,0.236,0.772,91.134,classic turkish pop
Seni Çok Özledim,0.368,0.583,-9.186,0.0641,0.393,0.0,0.231,0.719,172.689,classic turkish pop
Neden Gelmedin,0.54,0.47,-11.372,0.0807,0.426,4.35e-06,0.298,0.227,116.604,classic turkish pop
Son Verdim Kalbimin İşine,0.631,0.555,-8.093,0.0442,0.696,0.0,0.426,0.778,127.958,classic turkish pop
